Test 1 Bearing 1,Test 1 Bearing 1Y,Test 1 Bearing 2,Test 1 Bearing 2Y,Test 1 Bearing 3,Test 1 Bearing 3Y,Test 1 Bearing 4,Test 1 Bearing 4Y,Test 2 Bearing 1,Test 2 Bearing 2,Test 2 Bearing 3,Test 2 Bearing 4,Test 3 Bearing 1,Test 3 Bearing 2,Test 3 Bearing 3,Test 3 Bearing 4
0.009735992233121129,0.00823915457620407,0.008471138965986046,0.005771437543334921,0.012964963341435964,0.014101799240074481,0.005150945119619148,0.0062898558320404864,0.005398565491781157,0.008109628295018772,0.011757825958440767,0.002826665047874315,0.0057453223130799255,0.005821247377202609,0.005053164682006826,0.003040178356933764
0.009551176854467438,0.007846318566551078,0.008309447999716167,0.005569183334006974,0.013532800544736167,0.014125330243673212,0.00506484301367746,0.0059336437802097654,0.005675832519433748,0.008720530270996108,0.012053790845468265,0.0031329900269986186,0.005790182754430691,0.005997631636598432,0.004822770056447921,0.0030316628863429488
0.009603251440801213,0.007847822845647334,0.008262890063009324,0.005636417865254637,0.012863349460256645,0.013810956017980264,0.005126539782235611,0.006171000515153377,0.005804808337250099,0.008780169803598107,0.012066904754769825,0.0031401379690169707,0.00559689620546122,0.005840013679494625,0.005064875704667545,0.003048449557485404
0.009630252800140345,0.007985201592979356,0.008280948938729623,0.005688589469754609,0.013357349161050368,0.014132234559545404,0.005118140181920633,0.006262361213293372,0.0061922342771889936,0.00863343763402696,0.012237172251653767,0.0032130907595608973,0.0058321152021767264,0.006146853041448507,0.004836677491416906,0.0030475351805662643
0.009110507949616762,0.0077660446038820535,0.008121774038484268,0.005458943528709631,0.012796560649964756,0.013521206084203425,0.005156294409093815,0.0061572558901573735,0.006152435776135829,0.009088804522893186,0.011556111890707007,0.0032235886456463566,0.005929433024156506,0.005864599587402009,0.005114318916509306,0.0030353615394376463
0.009839144267425447,0.008123983903291193,0.008576995555486525,0.005800823503720642,0.013031856154725846,0.014065459870565141,0.0052060395520949964,0.0062758550473188315,0.006130548616979073,0.00853652216615432,0.012213349357354752,0.003079609513852521,0.005611973682393705,0.0057442861976528935,0.004570634126272085,0.003096319035813814
0.009707417929649296,0.007985907737061964,0.008499060662374784,0.005803463162686927,0.012512708987722698,0.013465383773803746,0.005457684697103289,0.006369770947256435,0.006180480466270677,0.008817805647637629,0.011528717645254434,0.0031588961285019326,0.005882546060407246,0.006019014032659773,0.004814324168005275,0.0031342335543990104
0.009748287558152508,0.008153158891656204,0.008525701917686805,0.005829467341420607,0.01309878796390326,0.013844252018699873,0.005407569671592791,0.006226300913534452,0.006044513547048642,0.00869075352416019,0.01128247155147526,0.0030753409341789037,0.006067289374253942,0.005952918771276598,0.0046333953453421145,0.003057665576531964
0.009667004023435146,0.007965141888501415,0.008512353365134959,0.0057595554375434845,0.013431180695245076,0.01399271296630838,0.00517260567788862,0.006091789493920807,0.006241978916893146,0.009188353065452223,0.012227628860604486,0.003113344954679048,0.005606400619542561,0.005604912778851812,0.004516116746816587,0.0030077738054250943
0.009699709760131835,0.0077896707006835635,0.008442769506683384,0.005751234351823503,0.012817915457380032,0.013550515622625386,0.0051620792976163985,0.0063011915016910666,0.005728753015992623,0.008973074441137275,0.012046021509302004,0.003068077558114553,0.006019105603063182,0.006154573944451689,0.0048337888766384705,0.0030055187465571212
0.00947777846374238,0.0077583532592680705,0.008324288598630568,0.005586780816628825,0.013136864505147875,0.01406246087459399,0.005389683266449017,0.006067342365300527,0.006275945929467751,0.009049035005950728,0.01123695962171388,0.0030734055247091823,0.005847522091290846,0.005980339156415283,0.00492453950466121,0.003179747048339919
0.009551346225431417,0.008037214353933116,0.008584201318016184,0.0057605450113081885,0.012380989473798142,0.0133519488475701,0.005208137917306444,0.006112002358160049,0.0060253819327142156,0.00870641783361179,0.010938326090467167,0.0029924977380727654,0.005746114387357385,0.00598586061568256,0.004667943603589513,0.003038612474477378
0.009836692335450948,0.007924353022477935,0.0085206675938585,0.005738885237884744,0.012977239632985521,0.013586469611832666,0.005424948334577136,0.006098293393990807,0.005985460418310029,0.008904491830537393,0.010900564095304315,0.0029811156936047833,0.005907508911206208,0.006040528408203223,0.004807260326516638,0.0031072636835837554
0.009671069646062722,0.007905813869092592,0.008380407439134025,0.005647130815293778,0.012844304434869336,0.013977644883630203,0.005243649527337606,0.006006873026349911,0.006377299138030902,0.008993072062947487,0.010999697113180872,0.0031561318525672073,0.006072022746648785,0.005927313854828043,0.004823025801179359,0.0031820423538112077
0.009447887777134947,0.007625860129079726,0.008178473203124755,0.005577784008862582,0.012297117884538052,0.013028624987783288,0.005229988316001863,0.006118626905343403,0.006269703908994217,0.008980828942391732,0.010743461530724117,0.003085703943612585,0.005829835848655438,0.005900742050170982,0.004927641836145199,0.0031140499433495376
0.009495808114812734,0.008013080102195699,0.008342845184240184,0.005623576115510087,0.01338432607001259,0.014034837981176196,0.005556289940795998,0.006349310676705809,0.006185361766195015,0.008953550531616164,0.010963756283356977,0.003161696361043624,0.005840033499600874,0.006076896166894597,0.005211791098687571,0.0030826699616907476
0.009657487103262035,0.008086798991966375,0.008333511302068006,0.0055574665673042405,0.013339052919578273,0.013823905275227791,0.005552825961265223,0.006356550347557168,0.006150864746999617,0.009155828538475312,0.011814770042791573,0.0031487653507973603,0.005635281404028017,0.005863083921506269,0.004886231988515625,0.0031115055932522473
0.00954700591650928,0.00793845123176324,0.008276268158891585,0.005708990237035667,0.01253330465236698,0.013621757119366798,0.005290162608490168,0.006239516630742449,0.006022533596875762,0.00863553343124401,0.01085886059644449,0.0029986793752670255,0.005904478127553466,0.006032598207356755,0.005111950271508606,0.0030435096803449126
0.009621024806976644,0.008058849040200598,0.008299128732011603,0.005592300632896522,0.013280248763730355,0.013757207123413166,0.005496951971807377,0.006271049469163258,0.006049215500237991,0.009015545863103663,0.011069838889692159,0.003084827272889678,0.0060049674574830045,0.005862142461814857,0.004785608575608622,0.003152364555547068
0.009755999576988295,0.008097320603551995,0.00830853180364353,0.005694840544090282,0.01305804806579568,0.01394003463973017,0.005078352150895443,0.00615083263388626,0.006225331126060229,0.009114980987205507,0.011395844833946225,0.002989661796483918,0.006228664300384536,0.006075723483846005,0.005216222545766953,0.0031937837979794693
0.009762341667328088,0.00818596127145495,0.008421452069006248,0.005788857567748973,0.012824984314420054,0.013562218511331376,0.005247660297963741,0.006352537010946254,0.006243413547208338,0.009149070895192454,0.011151723574731102,0.003054381902732846,0.00575568203325049,0.006037091578939031,0.005035923513183643,0.003087685630109455
0.00962180960536962,0.007947840981292715,0.008189916309144512,0.005409742246094013,0.013718528814962053,0.014303813726995285,0.005146025459477845,0.006119009590089179,0.006295259464623955,0.009231458551290123,0.011321196447369796,0.0030436174623011377,0.005997833850953678,0.005943766713247451,0.005133471384420465,0.002980334658956357
0.009853991663780658,0.00787693724450823,0.008276007519605154,0.0055875407511685755,0.01373159943198263,0.01399534273284692,0.0051866457390572236,0.006100450568139385,0.0063148925654388,0.008896953138158243,0.011346653758409146,0.0029905712948226303,0.00606020195691814,0.0060289368040466074,0.005296084659385695,0.003100605736150625
0.009284217951621678,0.007741034885670695,0.008287453654744783,0.005432804024038255,0.013380817039098833,0.013828951810875326,0.005103897858598422,0.006119305671453792,0.006355488141954069,0.009266268447103104,0.01106322134994276,0.0031994017034054877,0.006221129664907084,0.006025029186668042,0.005033894669256016,0.0030868324624538546
0.009416389473817422,0.007984485444602785,0.00818386827087388,0.005544432219686301,0.012903445965423413,0.014113379400291722,0.005188653421018233,0.0063721801721100795,0.0062974961996054585,0.009357166493187092,0.011658858520422092,0.003138920268628552,0.005913949218499799,0.00598544437587493,0.005117992823922496,0.003122805812644853
0.009511932536866751,0.007933899664437735,0.008058460235252526,0.005405809970703143,0.01325447232421893,0.01375668850036604,0.005033223740806608,0.0061486876491521,0.006015773165642934,0.00897550265540133,0.011358241908910351,0.003069909291648799,0.005695706319978225,0.005877480835637999,0.00484969426070218,0.003176594415655278
0.009654079356668193,0.00804796445227631,0.00827333042751318,0.0055998559401607365,0.012545530725775283,0.013050616418371427,0.005023151373555673,0.006254483620748584,0.006041366171178944,0.009261085656907366,0.01115339046363598,0.0030395724320768543,0.005904369041099321,0.005881694860601701,0.0048446391738676065,0.0030382036022926933
0.0094987497203802,0.00785199196834584,0.00848276164241797,0.005696176605797068,0.013270435538003392,0.014098527663030694,0.005268495180044044,0.006437537072351009,0.006003352538451951,0.009046503560159378,0.0115410048088056,0.0030694895426724806,0.0056934995090461155,0.006038151501464792,0.0048732111425780515,0.003146248763952476
0.009444860042572386,0.008082877146146385,0.008578566536748478,0.005660538871917757,0.013097608253850746,0.01372798799468072,0.005287978796233956,0.00625515848349561,0.006122137858543346,0.008963170388183868,0.011352206102159243,0.003033929997346283,0.005749580019187904,0.005851376893224782,0.004769307749900559,0.0031419236676571032
0.009897718308351022,0.008030109958245912,0.008502469412591508,0.00558655703401337,0.013341473033426088,0.01418633046920576,0.005423578248860706,0.006592830306146181,0.006213110204467719,0.009190070445001022,0.011002633543548862,0.0030437809432126107,0.005720473865105857,0.005848613990476085,0.004870871869506891,0.003096026442870831
0.009573219192648053,0.007877587688634058,0.008502124326989489,0.005642577353515711,0.012924132715680525,0.013590767135598694,0.005437927236328214,0.006387892874441069,0.006170013740196345,0.009006014282109747,0.010996295548246013,0.002951073632202178,0.005807798607788047,0.005859494440019254,0.004674660499563226,0.003074390110680953
0.010028236174657439,0.008220683647992404,0.008735289004049308,0.0058945244714714105,0.012983898378906334,0.014120770526733828,0.0055835526592042115,0.00670177044600488,0.006433692827737375,0.009001500996313428,0.011002020075034764,0.0032186514035700206,0.0055915877923751215,0.005782683808812848,0.0047452748236084434,0.0032842213660979973
